Ticker,Last Price,Last Price (1 Week),Last Price (1 Year),Last Price,Mkt Cap,Revenue,PM,Ind Group,Ind Sector,BEst EPS,52W High,52W Low,Dividend Per Share Ind Annual - Net,Dvd P/O,Ticker,ROE,BEst NAV,Beta,SA ESG Risk Score,SA ESG Risk Percentile Universe,StandrdAndPoor Glbl ESG Rnk,ESG Disc Score,Env Disc Sc,Gov Disc Sc,Soc Disc Sc,MSCI ESG Rating,ESG Scr,Number of Employees,Volatil 30D,Volatil 60D,Volatility 180 Day,Volatil 360D,Tot Assets,Net Debt,Total Liab,Debt/MC
O'REILLY AUTOMOT,991.89,991.89,991.89,991.89,58682369761,14409.86,15.07752331,Retail,"Consumer, Cyclical",9.072,1002.045,767.35,#N/A Field Not Applicable,0,ORLY,#N/A N/A,-1796.143,0.799286544,12.05364375,5.14,33,40.25751936,19.90335246,87.47742324,13.21039903,BB,#N/A Field Not Applicable,87745,25.5755232,21.76636586,19.7357818,20.90568532,12627.979,6436.447,13688.731,0.125834778
OTIS WORLDWI,84.76,84.76,84.76,84.76,34680592661,13685,9.15601023,Machinery-Diversified,Industrial,0.849,91.33,73.34,1.36,37.20670391,OTIS,#N/A N/A,-4828,0.956351042,17.13721313,17.73,87,55.41696006,50.34732709,91.24021674,24.51632406,A,4.51,69000,18.92300373,17.05915855,19.81721575,21.76301696,9819,6021,14483,0.222026194
OCCIDENTAL PETE,60.17,60.17,60.17,60.17,52936698429,36634,36.31599061,Oil&Gas,Energy,1.16,72.87,55.51,0.72,3.851759437,OXY,23.67487424,28858.8,0.791422904,41.51493953,93.28,68,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.5,11973,23.78323363,30.05368783,27.37136066,36.35524875,72609,19924,42524,0.394414473
PALO ALTO NETWOR,264.29,264.29,264.29,264.29,83349555000,6892.7,6.37921279,Internet,Communications,1.299,268.1,132.28,#N/A Field Not Applicable,0,PANW,45.83908904,2591,1.076549649,13.920225,8.64,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,5.63,13948,40.25981266,33.89030528,38.84861833,40.57166631,14501.1,-3167.2,12752.7,0.026664809
PARAMOUNT GLOB-B,14.195,14.195,14.195,14.195,9399757290,30154,3.66120581,Media,Communications,0.021,25.925,10.515,0.2,85.93655172,PARA,-4.94709173,22477.615,1.451288104,14.99391328,11.3,88,54.4412031,50.37752945,91.24021674,21.55380895,A,3.72,24500,74.01606617,62.62601619,64.12571478,59.25732221,58393,14681,34787,1.805578535
PAYCOM SOFTWARE,178.38,178.38,178.38,178.38,10742897791,1375.218,20.46141048,Software,Technology,1.781,373.35,146.16,1.5,0,PAYC,27.14365159,1526.417,1.293707371,17.7224375,19.63,71,41.00191128,6.131078224,84.97892836,31.74123337,A,2.86,6349,151.7749146,107.0901608,71.01680251,59.9071756,3902.513,-330.718,2719.906,0.002699458
PAYCHEX INC,118.51,118.51,118.51,118.51,42795200888,5007.1,31.10183539,Software,Technology,1.073,129.67,104.09,3.56,75.45110127,PAYX,47.50193303,3666.75,1.047343731,16.7255375,16.5,81,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.41,16600,23.14190515,20.96617101,21.98885005,24.44230334,10546.4,-709.4,7053.2,0.020261618
PACCAR INC,91.25,91.25,91.25,91.25,47738516720,28819.7,10.44979649,Auto Manufacturers,"Consumer, Cyclical",2.196,92.12,64.3533,1.08,72.70865985,PCAR,28.390613,17113,0.859901667,24.4427625,46.98,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.3,31100,23.4354032,23.02605783,23.28273868,24.50463482,33275.5,-6158.9,20108.4,0.270758308
PG&E CORP,17.9,17.9,17.9,17.9,38083121031,21680,8.367158672,Electric,Utilities,0.424,18.19,14.715,#N/A Field Not Applicable,0,PCG,7.919596256,25145,0.840070784,30.383929,70.83,60,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BB,6.7,10,24.6410734,24.86559201,20.77851343,25.71334831,118644,52592,95569,1.448069342
HEALTHPEAK PROPE,16.555,16.555,16.555,16.555,9048609815,2061.178,24.27975653,REITS,Financial,0.093,28.42,15.25,1.2,131.2090328,PEAK,3.712148914,6792,0.949433923,13.58680625,7.95,97,67.55859571,57.11265479,91.24021674,54.23216445,A,5.51,199,47.30920217,37.98060572,29.78929175,28.42550922,15771.229,6634.096,8482.952,0.759141475
PUB SERV ENTERP,64.54,64.54,64.54,64.54,32182680891,9800,10.52040816,Electric,Utilities,0.564,65.45,53.72,2.28,104.6556741,PEG,19.74170391,14788.8,0.797483087,27.2273025,58.36,86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AAA,5.61,7641,18.54519584,21.56015962,19.10211386,23.05152907,48718,19974,34989,0.618562514
PEPSICO INC,169.3,169.3,169.3,169.3,2.32531E+11,86392,10.31345495,Beverages,"Consumer, Non-cyclical",1.721,196.88,155.86,5.06,70.08417508,PEP,43.88216923,19664,0.649590909,22.05822188,36.71,79,64.30942561,49.22983993,93.73871162,49.84885127,AA,5.51,315000,11.53985929,18.57605486,15.4613864,16.3751197,92187,36139,74914,0.192550885
PFIZER INC,30.33,30.33,30.33,30.33,1.71143E+11,100330,31.26881292,Pharmaceuticals,"Consumer, Non-cyclical",-0.168,54.93,28.935,1.64,28.81145189,PFE,11.06000021,90702.333,0.699665606,18.48950625,22.46,86,66.40177045,55.48172757,100,43.59129383,A,5.43,83000,30.26727317,25.57541022,21.9719178,23.28105685,197205,16314,101289,0.371596146
PRINCIPAL FINL,72.14,72.14,72.14,72.14,17172824499,17491.6,27.50806101,Insurance,Financial,1.679,93.83,65.165,2.68,13.34898994,PFG,14.76702224,16196.333,1.052389979,14.19189453,9.28,80,52.69087617,36.69586228,93.73871162,27.47883918,BBB,2.81,19300,26.1472907,23.85923512,27.93747046,29.31958077,290578.3,-573.8,280298.5,0.230247505
PROCTER & GAMBLE,151.08,151.08,151.08,151.08,3.55843E+11,82006,17.86820477,Cosmetics/Personal Care,"Consumer, Non-cyclical",1.71,158.35,135.83,3.7628,60.63591433,PG,33.34590888,48338.286,0.72439903,28.57245223,63.99,85,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.29,107000,14.8778544,14.16107911,14.06312977,17.24569535,120829,27878,73764,0.100831075
PROGRESSIVE CORP,162.69,162.69,162.69,162.69,95215407614,49586.4,1.455036058,Insurance,Financial,2.308,163,111.41,0.4,33.64526346,PGR,17.36163444,20932,0.676633358,20.02131953,28.42,39,43.56704557,12.74539414,87.47742324,30.32043531,A,2.08,55100,29.68226623,23.18012785,33.67646771,29.71943901,75465,6322,59574,0.072337032
PARKER HANNIFIN,431.32,431.32,431.32,431.32,55429609507,19065.194,10.92533336,Miscellaneous Manufactur,Industrial,5.193,435.05,282.12,5.92,33.80103853,PH,24.27484244,10885.167,1.092436314,28.03609375,61.82,90,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.15,62730,37.77845641,31.00966306,29.38532234,29.49069219,29964.472,12418.942,19626.193,0.219927366
PULTEGROUP INC,87.82,87.82,87.82,87.82,18927083294,16228.995,16.1274127,Home Builders,"Consumer, Cyclical",3.22,89.09,42.8,0.8,5.47721579,PHM,30.46083009,10434.7,1.174466133,20.92874406,31.8,88,47.21858968,21.62488674,87.47742324,32.40628779,A,4.83,6524,33.95024576,35.91078439,29.83531242,34.87980819,14796.515,1669.217,5882.417,0.131640463
PACKAGING CORP,154,154,154,154,13800349252,8478,12.14673272,Packaging&Containers,Industrial,1.783,159.18,122.2,5,41.12926901,PKG,19.8819098,3945,0.828522921,18.63938437,23.06,62,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,5.89,15100,21.84182687,19.53674634,24.27808301,27.73177435,8003.8,2323,4336.7,0.201197807
PROLOGIS INC,111.23,111.23,111.23,111.23,1.02733E+11,5973.692,56.32791245,REITS,Financial,0.605,136.67,96.64,3.48,76.36665043,PLD,6.778414238,53287,1.178392172,10.268425,3.02,98,56.03058042,40.74297795,93.73871162,33.4643289,A,5.49,2466,32.94505955,28.90060561,25.46890323,29.00537182,87897.448,24236.289,30034.355,0.268444171
PHILIP MORRIS IN,93.73,93.73,93.73,93.73,1.4529E+11,31762,28.4868711,Agriculture,"Consumer, Non-cyclical",1.445,105.62,87.23,5.2,86.89051418,PM,#N/A N/A,#N/A N/A,0.759229422,28.36595,63.16,95,77.93984509,61.884627,91.24021674,80.65296252,BBB,6.44,79800,19.05254068,19.28785143,17.70818419,19.86773801,61681,40530,67992,0.328412872
PNC FINANCIAL SE,127.76,127.76,127.76,127.76,50860192925,23542,28.6032197,Banks,Financial,2.76,170.18,109.41,6.2,41.30775937,PNC,14.24460255,31730.182,1.091093779,26.06592188,53.91,75,57.4288301,41.61884627,93.73871162,36.78960097,AA,4.5,61545,35.34280534,30.35359617,31.81203291,31.64352437,557263,26510,511451,1.300958494
PENTAIR PLC,62.7,62.7,62.7,62.7,10367550708,4121.8,11.66723276,Environmental Control,Industrial,0.859,71.81,43.19,0.88,28.64900662,PNR,17.94686713,3125.8,1.135111928,22.13271719,36.93,89,58.81702042,44.69948656,87.47742324,44.16565901,AAA,4.49,11250,33.1422514,27.76177247,26.7996859,31.57824834,6447.5,2290.1,3739.4,0.201764145
PINNACLE WEST,73.3,73.3,73.3,73.3,8296719504,4324.385,11.18313934,Electric,Utilities,-0.109,86,68.55,3.52,84.26466392,PNW,7.569199052,6283,0.725577235,30.785625,72.17,80,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,N.S.,5.37,5861,24.02267768,22.85242903,20.79072279,22.71889789,22723.405,8872.316,16563.529,1.221397083
INSULET CORP,185.335,185.335,185.335,185.335,12941501767,1305.3,0.352409408,Healthcare-Products,"Consumer, Non-cyclical",0.654,335.84,125.82,#N/A Field Not Applicable,0,PODD,23.17720908,677.75,1.171327233,23.12435725,41.1,72,51.85595011,31.25943824,84.97892836,39.20798065,AA,5.46,2600,59.24642452,58.83740709,43.98470977,44.00482531,2251.1,758.1,1774.7,0.109755423
POOL CORP,354.7,354.7,354.7,354.7,13719501244,6179.727,12.11157062,Distribution/Wholesale,"Consumer, Cyclical",1.264,423.79,296.05,4.4,20.00825693,POOL,41.67369334,1417,1.14734304,11.6412375,4.56,75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,2.41,6000,32.61058726,28.57015843,30.14467606,37.45195931,3565.437,1615.234,2330.243,0.097145587
PPG INDS INC,136.35,136.35,136.35,136.35,32148972000,17652,5.812372536,Chemicals,Basic Materials,1.486,152.89,120.36,2.6,55.44747082,PPG,20.57308669,7691.286,1.103960395,25.16961225,50.09,86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.78,52000,22.1620842,24.34464954,23.58549731,29.86482521,20744,6481,14035,0.218140723
PPL CORP,26.215,26.215,26.215,26.215,19319090633,7902,9.567198178,Electric,Utilities,0.42,31.525,22.21,0.96,90.6162465,PPL,5.858100599,17727.5,0.771795392,31.31607469,74,56,65.63725983,63.99879191,93.73871162,39.05683192,BBB,5.79,6527,20.13922132,22.50345868,18.84414264,21.21567947,37837,13936,23919,0.769290868
PRUDENTL FINL,95,95,95,95,34267925000,60050,-2.394671107,Insurance,Financial,2.712,108.77,75.45,5,#N/A N/A,PRU,2.731827205,26106.5,1.078987956,19.90883125,28.05,66,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.55,39854,24.76673223,21.38622875,26.61891206,27.13736011,689917,10391,672709,0.730683285
PUBLIC STORAGE,254.19,254.19,254.19,254.19,44694091963,4182.163,103.9927664,REITS,Financial,2.706,316.32,233.51,12,33.84738096,PSA,33.61144559,10148.75,0.974964678,13.32488682,7.43,#N/A N/A,43.72799517,19.84294775,84.97892836,26.20918984,N.S.,4.47,5900,28.4355814,24.45308433,24.15508048,25.89261318,17552.307,6095.573,7385.506,0.154252312
PHILLIPS 66,117.92,117.92,117.92,117.92,51839965402,169990,6.485087358,Oil&Gas,Energy,2.789,125.16,89.83,4.2,16.38092807,PSX,25.84414265,31627.75,0.731242478,35.42522219,84.84,86,65.84850619,59.40803383,87.47742324,50.57436518,AA,5.02,13000,22.64375703,24.97022595,27.65948224,33.70372062,76442,12084,42336,0.375077411
PTC INC,154.95,154.95,154.95,154.95,18475782185,2097.053,11.70881232,Software,Technology,0.96,156.9,115.65,#N/A Field Not Applicable,0,PTC,9.874281265,2548.818,0.959990084,19.09075,24.94,76,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.82,7231,26.36949307,22.00195138,20.28962313,26.1164389,6288.842,1600.874,3611.552,0.102240705
QUANTA SERVICES,183.05,183.05,183.05,183.05,26597304812,17073.903,2.876840755,Commercial Services,"Consumer, Non-cyclical",1.99,212.82,134.65,0.32,16.94318073,PWR,12.45337271,6206.2,0.939370573,36.91082094,88.12,80,47.54048888,28.23920266,93.73871162,20.46553809,AA,3.91,47300,42.87118483,37.60855002,28.20538298,31.25317312,13464.337,3546.986,8065.518,0.159704264
PIONEER NATURAL,235.78,235.78,235.78,235.78,54969906159,23973,32.72431485,Oil&Gas,Energy,6.163,258.06,177.37,12.8,77.97701149,PXD,22.3088377,23453.941,0.88992852,32.10235786,76.31,87,62.74016699,47.2666868,92.50451535,48.33736397,AA,4.79,2076,22.51994935,31.02877587,29.05868721,34.38834229,35740,4754,13199,0.096871186
PAYPAL HOLDINGS,56.35,56.35,56.35,56.35,60720857416,27518,8.790609783,Commercial Services,"Consumer, Non-cyclical",1.364,88.62,50.255,#N/A N/A,0,PYPL,18.82311769,20519.077,1.420591474,17.76681094,19.76,91,54.6222714,40.44095439,91.24021674,32.04353083,A,5,29900,38.56397874,32.92476542,39.40475935,42.84924745,78624,269,58350,0.1850435
QUALCOMM INC,127.57,127.57,127.57,127.57,1.41974E+11,35820,20.18983808,Semiconductors,Technology,2.353,139.94,101.48,3.2,47.17263932,QCOM,36.52573622,22683.308,1.226162195,15.6296125,13.15,94,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,7.6,50000,30.43991227,30.31269008,32.0186102,37.25027844,51040,4743,29459,0.113168385
QORVO INC,93.45,93.45,93.45,93.45,9096960805,3569.399,2.889898271,Semiconductors,Technology,1.638,114.52,80.7,#N/A Field Not Applicable,0,QRVO,-2.468656496,3904.909,1.087960601,22.17903625,37.12,57,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.9,8500,30.22004508,29.20142856,28.99685636,37.04458448,6691.903,1327.829,2789.109,0.225194441
ROYAL CARIBBEAN,105.09,105.09,105.09,105.09,26935434132,8840.54,-24.38722069,Leisure Time,"Consumer, Cyclical",1.095,112.87,47.92,#N/A Field Not Applicable,#N/A N/A,RCL,24.11307745,4864,1.5007689,20.653885,30.81,91,57.90161956,45.90758079,91.24021674,36.42684401,BB,#N/A Field Not Applicable,8100,37.85675013,35.62211809,36.286531,53.02963706,33776.361,22058.952,30907.549,0.76401605
REGENCY CENTERS,61.1,61.1,61.1,61.1,11614450049,1224.022,39.44904585,REITS,Financial,0.496,68.555,54.74,2.68,89.63066281,REG,5.688816772,6900.571,0.980920732,11.7091,4.66,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,6.06,445,29.2371868,25.04306663,22.86995733,24.97307415,10860.22,3871.7,4682.181,0.371217404
REGENERON PHARM,799.91,799.91,799.91,799.91,87147781971,12172.9,35.63982289,Biotechnology,"Consumer, Non-cyclical",10.666,853.67,668.98,#N/A N/A,0,REGN,17.22410192,25716.833,0.783175766,17.01419475,17.33,99,57.5294236,49.44125642,91.24021674,31.77146312,A,3.62,11851,20.09219733,17.03633589,23.81122366,29.79338573,29214.5,-11632.7,6550.5,0.03101169
REGIONS FINANCIA,15.99,15.99,15.99,15.99,14853137060,7531,31.11573112,Banks,Financial,0.474,24.325,13.72,0.96,32.24603914,RF,16.33961041,8750.154,1.060550451,16.62851562,16.13,85,55.96016497,45.48474781,93.73871162,28.50665054,AA,3.34,20073,53.91419999,40.54753813,38.61251567,35.23232497,155220,-8390,139269,0.288827874
ROBERT HALF INC,81.53,81.53,81.53,81.53,8637851479,7238.142,9.089611671,Commercial Services,"Consumer, Non-cyclical",0.822,89.75,64.69,1.92,28.29042481,RHI,30.7074045,1595.8,0.973598361,10.85543438,3.53,90,58.96791067,40.19933555,91.24021674,45.34461911,AA,6.02,16300,25.54072899,24.34583416,27.52456106,31.22486426,2964.488,-420.775,1395.93,0.024936872
RAYMOND JAMES,104.41,104.41,104.41,104.41,21780631707,12992,13.3851601,Diversified Finan Serv,Financial,2.248,124.52,82.1,1.68,20.41004039,RJF,18.04308331,10338.5,1.117935061,27.10299609,57.79,70,43.70787647,26.78948958,84.97892836,19.19588875,A,2.8,17000,31.40631896,27.4199344,29.44951457,29.53862337,78360,-1769,71519,0.211610024
RALPH LAUREN COR,123.02,123.02,123.02,123.02,7953100617,6443.6,8.111925011,Apparel,"Consumer, Cyclical",3.501,135.75,100.84,3,38.85594031,RL,22.8247708,2456.333,1.067752242,15.35282969,12.32,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,N.S.,4.62,14900,29.22555111,25.37969029,27.56861586,33.85815221,6789.5,1316.2,4359,0.348907946
RESMED INC,152.6,152.6,152.6,152.6,22421219841,4222.993,21.25402528,Healthcare-Products,"Consumer, Non-cyclical",1.782,243.27,132.365,1.92,28.77886171,RMD,23.59674529,4461.143,1.06241405,26.39086875,55.13,93,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.57,10140,32.58108888,35.14488559,37.66326926,33.10132419,6751.708,1352.017,2621.805,0.066707298
ROCKWELL AUTOMAT,272.95,272.95,272.95,272.95,31299867882,9058,15.31684699,Machinery-Diversified,Industrial,2.617,348.37,248.79,5,39.37748824,ROK,43.99096577,3681,1.145365119,19.09953031,24.97,92,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,6.21,29000,28.13472901,25.05930108,28.30726762,31.12327607,11304,2262.5,7560.6,0.106546776
ROLLINS INC,40.02,40.02,40.02,40.02,19356673941,2695.823,13.6729674,Commercial Services,"Consumer, Non-cyclical",0.211,45.04,32.2,0.6,57.43070383,ROL,35.69836226,1137,0.826722264,19.31064375,25.9,34,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,1.99,17515,34.03536996,31.3323564,25.55165818,26.93194128,2122.028,240.983,854.831,0.046659411
ROPER TECHNOLOGI,528.63,528.63,528.63,528.63,56458693498,5371.8,84.60292639,Software,Technology,4.233,531.6,472.18,3,27.3538961,ROP,18.92512097,17302.167,#N/A N/A,20.438115,29.97,48,46.00140831,35.85019632,87.47742324,14.51027811,BBB,4.65,15800,15.03766708,14.43171429,14.15504426,#N/A N/A,26980.8,6079.5,10943,0.121828891
ROSS STORES INC,131.11,131.11,131.11,131.11,44370973497,18695.829,8.087584669,Retail,"Consumer, Cyclical",1.622,131.3,99.21,1.34,28.16593465,ROST,39.21852527,4823.625,1.103260994,18.23185563,21.51,75,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,1.98,101000,30.12561881,24.64854704,22.13436764,28.70025055,13416.463,1154.571,9127.88,0.130261442
REPUBLIC SVCS,159.92,159.92,159.92,159.92,50316669560,13511.3,11.01004345,Environmental Control,Industrial,1.293,160.74,120.58,2.14,39.85614412,RSG,16.53078522,10547.6,0.721157193,20.90616864,31.73,99,68.58464943,65.17668378,88.59121011,51.904474,A,5.86,40000,14.55670111,14.25750683,15.16656982,18.20060998,29052.9,11938,19366.1,0.241933739
RTX CORP,79.54,79.54,79.54,79.54,1.14399E+11,67074,7.74815875,Aerospace/Defense,Industrial,1.243,108.84,68.56,2.36,59.96932515,RTX,4.565648183,59791.25,0.74069196,30.99659063,72.89,72,59.77265869,57.11265479,87.47742324,34.61305925,A,4.51,182000,26.72097337,29.41497972,26.21068114,25.45297352,158864,27636,84650,0.321531333
REVVITY INC,89.48,89.48,89.48,89.48,11030143401,3311.822,17.18627994,Healthcare-Products,"Consumer, Non-cyclical",1.149,150.16,79.55,0.28,5.167503452,RVTY,10.19262127,7778.833,1.073669672,16.64830025,16.22,58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.41,16700,59.95428907,45.20148455,32.81123759,34.74438768,14129.855,4130.02,6746.979,0.363904154
SBA COMM CORP,233.49,233.49,233.49,233.49,25176517554,2633.454,17.52181735,REITS,Financial,1.383,309.35,185.73,3.4,66.51077414,SBAC,#N/A N/A,-5080.625,1.032635927,10.42599375,3.14,86,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.42,1834,36.48894869,33.12755496,30.79128735,31.89275197,10585.041,15027.447,15829.621,0.586526193
STARBUCKS CORP,103.6,103.6,103.6,103.6,1.17592E+11,35975.6,11.46471497,Retail,"Consumer, Cyclical",0.955,115.48,89.21,2.28,58.94571463,SBUX,#N/A N/A,-8302,0.968268514,23.68821313,43.41,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,3.83,381000,33.01017065,26.16570677,23.815401,26.81012947,29445.5,20646.8,37433.3,0.209196889
SCHWAB (CHARLES),55.705,55.705,55.705,55.705,1.01481E+11,22307,32.2006545,Diversified Finan Serv,Financial,0.705,86.62,45,1,23.99397136,SCHW,20.143153,38817.889,1.151933551,23.0216208,40.61,73,42.1687959,13.25883419,84.97892836,28.11366385,BBB,3.31,35300,32.71137792,29.79153747,43.49917216,39.28563294,551772,-1323,515164,0.632167625
SOLAREDGE TECHNO,78.78,78.78,78.78,78.78,4475020508,3110.279,3.01513144,Energy-Alternate Sources,Energy,-1.038,345.75,63.3,#N/A Field Not Applicable,0,SEDG,9.577960138,2415.214,1.490382195,16.43162375,15.48,73,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,6.01,4926,112.5535632,83.35682775,67.05314985,67.28701395,4265.949,-934.182,2089.583,0.163942936
SEALED AIR CORP,33.01,33.01,33.01,33.01,4764930906,5641.9,8.713376699,Packaging&Containers,Industrial,0.628,56.42,28.5,0.8,24.11968248,SEE,99.55314395,464.75,1.132392168,16.1034025,14.51,48,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,4.49,16300,43.55452296,41.41998701,37.10810923,35.57807929,6214.7,3303.6,5870.6,1.043205053
SHERWIN-WILLIAMS,274.38,274.38,274.38,274.38,70231975774,22148.9,9.120543232,Chemicals,Basic Materials,1.778,283.63,205.81,2.42,30.61729617,SHW,75.85374267,3497.111,1.030768514,29.46626525,67.53,65,65.04375817,65.72032619,87.47742324,41.83796856,A,4.03,64366,26.67302216,24.3489047,21.95421469,30.42320091,22594,12309.1,19491.9,0.16915372
JM SMUCKER CO,113.23,113.23,113.23,113.23,12008897806,8529.2,-1.07044037,Food,"Consumer, Non-cyclical",2.473,163.06,107.34,4.24,#N/A N/A,SJM,-0.238980175,7073,0.45132786,29.65783653,68.16,88,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.7,5800,17.47156459,23.59066345,19.63130821,18.94183051,14991.4,3284.4,7700.6,0.374322446
SCHLUMBERGER LTD,52.62,52.62,52.62,52.62,74900394129,28091,12.24947492,Oil&Gas Services,Energy,0.84,62.78,42.73,1,29.83435048,SLB,22.70876042,20519.286,0.907250464,20.28371206,29.36,91,69.09767629,47.81032921,100,59.37122128,AA,6.03,99000,27.91187679,29.44192765,35.11234121,40.30218058,43135,10031,25146,0.175499744
SNAP-ON INC,274.52,274.52,274.52,274.52,14489154345,4842.5,18.82705214,Hand/Machine Tools,Industrial,4.652,297.25,220.49,7.44,34.31128661,SNA,21.74825634,4973,0.871612012,30.5268625,71.3,48,52.00684036,46.75324675,87.47742324,21.64449819,BBB,2.8,12900,21.27068486,19.40386666,23.25657898,23.22335408,6972.8,511.8,2469.3,0.08810038
SYNOPSYS INC,542.34,542.34,542.34,542.34,82513074913,5081.542,19.37589023,Software,Technology,3.052,548.43,312.445,#N/A Field Not Applicable,0,SNPS,17.88870495,6399,1.168452024,14.41845,9.88,87,56.19153003,46.20960435,93.73871162,28.4764208,AA,5.29,19000,22.86221602,24.13409881,26.86837786,30.74419018,9418.087,-909.15,3858.897,0.008352422
SOUTHERN CO,69.59,69.59,69.59,69.59,75827518012,29279,12.07349978,Electric,Utilities,0.661,75.76,58.85,2.8,82.49148695,SO,9.694007921,34671.8,0.669781983,32.98445063,78.87,54,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.19,27700,18.60593251,20.64183481,18.75439267,21.13885547,134891,57218,100359,0.821680593
SIMON PROPERTY,120.71,120.71,120.71,120.71,39356190470,5291.447,40.43383596,REITS,Financial,1.882,133.08,100.17,7.6,105.8861257,SPG,74.85183385,2987.571,1.075983405,13.398775,7.58,81,58.12292526,52.61250378,91.24021674,30.3808948,BBB,4.02,3300,26.90417256,23.89631224,25.63806405,28.13255563,33011.274,24836.611,29187.383,0.645580395
S&P GLOBAL INC,416.07,416.07,416.07,416.07,1.31811E+11,11181,29.04928003,Commercial Services,"Consumer, Non-cyclical",3.108,428.65,321.145,3.6,32.39248768,SPGI,6.836028986,34926.4,1.120588422,13.0361125,6.82,100,59.45075948,44.42766536,93.73871162,40.05441354,AA,5.54,39950,25.61735082,23.38512762,22.38938836,26.27415953,61784,10351,22040,0.091896748
SEMPRA,73.08,73.08,73.08,73.08,45934654953,14439,14.81404529,Electric,Utilities,1.084,84.08,63.78,2.38,68.93162464,SRE,10.21125444,#N/A N/A,0.746797502,23.92728156,44.57,91,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,A,5.62,15785,20.14388664,21.87245163,19.36228699,22.06798379,78574,29038,49318,0.667339289
STERIS PLC,202.07,202.07,202.07,202.07,19964548533,4957.839,2.158803463,Healthcare-Products,"Consumer, Non-cyclical",2.216,235,173.42,2.08,171.4089881,STE,9.180634935,#N/A N/A,1.043172121,27.73575583,60.54,82,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.35,17100,25.43495674,24.08370657,23.77840501,30.49033589,10821.839,3065.752,4734.667,0.181992946
STEEL DYNAMICS,112.68,112.68,112.68,112.68,18223770851,22260.774,17.35193035,Iron/Steel,Basic Materials,2.405,136.45,90.58,1.7,6.350186425,STLD,31.56270103,8967,1.25001359,33.03096633,79.02,52,66.7538477,75.98912715,84.97892836,39.20798065,AA,5.93,12060,28.01397657,29.07020279,38.17002839,40.88188299,14159.984,924.586,6064.179,0.169837024
STATE ST CORP,69.72,69.72,69.72,69.72,21492841541,13692,22.83503457,Banks,Financial,1.817,94.71,62.79,2.76,32.7443609,STT,10.35480096,22837.5,1.194513321,24.08442031,45.44,97,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,4.75,42226,26.08191249,22.18187078,33.79000951,35.08685636,301450,-92319,276259,1.008196146
SEAGATE TECHNOLO,76.65,76.65,76.65,76.65,16033952527,7384,-7.164138678,Computers,Technology,-0.111,77.3,48.96,2.8,#N/A N/A,STX,#N/A N/A,-1921.714,1.191182137,12.53128125,5.9,70,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,AA,3.99,33400,28.3099529,38.46224994,35.85879885,39.82001434,7556,5049,8755,0.353375126
CONSTELLATION-A,238.88,238.88,238.88,238.88,43878893047,9452.6,-0.751116095,Beverages,"Consumer, Non-cyclical",3.036,273.55,208.12,3.56,#N/A N/A,STZ,16.15139671,9819,0.798011959,24.03032044,45.18,58,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,BBB,4.42,10700,17.31239345,19.11908242,18.39144814,22.09059243,24662.3,12826.6,15928.4,0.266791142
